year_month,category,sector,gbp
2010-02,agency_staff,central_gov,919.4
2010-04,agency_staff,central_gov,495554.6
2010-04,agency_staff,councils,12471.1
2010-04,consulting,central_gov,13465073.34
2010-04,consulting,nhs,48537.29
2010-04,routed_fund,central_gov,2140037.33
2010-04,welfare_to_work,central_gov,3293855.0
2010-05,agency_staff,central_gov,864250.83
2010-05,agency_staff,councils,11409.7
2010-05,consulting,central_gov,8957288.72
2010-05,consulting,nhs,418405.29
2010-05,routed_fund,central_gov,1581175.09
2010-05,welfare_to_work,central_gov,2030650.05
2010-06,agency_staff,central_gov,576247.4
2010-06,agency_staff,councils,7374.7
2010-06,consulting,central_gov,13797147.32
2010-06,consulting,councils,2295.0
2010-06,routed_fund,central_gov,2720389.7
2010-06,welfare_to_work,central_gov,5752886.0
2010-07,agency_staff,central_gov,627560.6
2010-07,agency_staff,councils,11305.3
2010-07,consulting,central_gov,18192578.89
2010-07,consulting,nhs,69710.75
2010-07,routed_fund,central_gov,2496946.53
2010-07,welfare_to_work,central_gov,4305716.62
2010-08,agency_staff,central_gov,1149480.95
2010-08,agency_staff,councils,10193.3
2010-08,consulting,central_gov,9223832.41
2010-08,welfare_to_work,central_gov,1965203.25
2010-09,agency_staff,central_gov,729358.91
2010-09,agency_staff,councils,7931.1
2010-09,consulting,central_gov,13731944.41
2010-09,consulting,nhs,655978.29
2010-09,welfare_to_work,central_gov,5647996.96
2010-10,agency_staff,central_gov,564005.57
2010-10,agency_staff,councils,47331.38
2010-10,consulting,central_gov,8588971.38
2010-10,consulting,councils,73225.85
2010-10,consulting,nhs,36718.75
2010-10,routed_fund,central_gov,3495279.51
2010-10,welfare_to_work,central_gov,2969455.0
2010-11,agency_staff,central_gov,343529.27
2010-11,agency_staff,councils,53788.11
2010-11,consulting,central_gov,6833524.93
2010-11,consulting,councils,14288.8
2010-11,routed_fund,central_gov,2949419.57
2010-11,welfare_to_work,central_gov,2588124.61
2010-12,agency_staff,central_gov,963871.3
2010-12,agency_staff,councils,50803.79
2010-12,consulting,central_gov,8241136.81
2010-12,consulting,nhs,181662.5
2010-12,routed_fund,central_gov,509179.79
2010-12,welfare_to_work,central_gov,3694126.73
2011-01,agency_staff,central_gov,320654.5
2011-01,agency_staff,councils,25000.85
2011-01,consulting,central_gov,12490490.73
2011-01,consulting,councils,76190.0
2011-01,consulting,nhs,74462.1
2011-01,routed_fund,central_gov,4361775.49
2011-01,welfare_to_work,central_gov,1172949.23
2011-02,agency_staff,central_gov,313633.89
2011-02,agency_staff,councils,56653.48
2011-02,consulting,central_gov,6867492.45
2011-02,consulting,councils,850.0
2011-02,consulting,nhs,41400.0
2011-02,routed_fund,central_gov,1094389.76
2011-02,welfare_to_work,central_gov,4930555.64
2011-03,agency_staff,central_gov,783219.29
2011-03,agency_staff,councils,55562.47
2011-03,consulting,central_gov,7710606.49
2011-03,consulting,councils,89817.18
2011-03,consulting,nhs,836776.1
2011-03,routed_fund,central_gov,4486283.99
2011-03,welfare_to_work,central_gov,3003294.78
2011-04,agency_staff,central_gov,499962.17
2011-04,agency_staff,councils,45410.13
2011-04,agency_staff,other_local,25248.54
2011-04,consulting,central_gov,7825024.55
2011-04,consulting,councils,53000.0
2011-04,consulting,nhs,417400.0
2011-04,consulting,other_local,363092.76
2011-04,routed_fund,central_gov,2202888.4
2011-04,welfare_to_work,central_gov,2038617.36
2011-05,agency_staff,central_gov,485182.08
2011-05,agency_staff,councils,42923.18
2011-05,agency_staff,other_local,38379.65
2011-05,consulting,central_gov,4977045.38
2011-05,consulting,nhs,41400.0
2011-05,consulting,other_local,138008.17
2011-05,routed_fund,central_gov,3393278.95
2011-05,welfare_to_work,central_gov,2912490.82
2011-06,agency_staff,central_gov,656728.58
2011-06,agency_staff,councils,56623.92
2011-06,agency_staff,other_local,19901.74
2011-06,consulting,central_gov,9632610.27
2011-06,consulting,councils,56928.0
2011-06,consulting,other_local,95359.0
2011-06,routed_fund,central_gov,1138102.52
2011-06,welfare_to_work,central_gov,2348759.0
2011-07,agency_staff,central_gov,685061.1
2011-07,agency_staff,councils,46944.42
2011-07,agency_staff,other_local,40435.13
2011-07,consulting,central_gov,9285830.77
2011-07,consulting,councils,16428.0
2011-07,consulting,nhs,29687.0
2011-07,consulting,other_local,387470.92
2011-07,routed_fund,central_gov,4772991.14
2011-07,welfare_to_work,central_gov,2443542.87
2011-08,agency_staff,central_gov,779528.07
2011-08,agency_staff,councils,53563.8
2011-08,agency_staff,other_local,28364.32
2011-08,consulting,central_gov,6423036.81
2011-08,consulting,nhs,563615.49
2011-08,consulting,other_local,275805.42
2011-08,routed_fund,central_gov,1836196.02
2011-08,welfare_to_work,central_gov,1672189.0
2011-09,agency_staff,central_gov,596741.72
2011-09,agency_staff,councils,46844.06
2011-09,agency_staff,other_local,28076.99
2011-09,consulting,central_gov,12299117.32
2011-09,consulting,nhs,640876.8
2011-09,consulting,other_local,49650.0
2011-09,routed_fund,central_gov,810078.9
2011-09,welfare_to_work,central_gov,1549925.0
2011-10,agency_staff,central_gov,647287.29
2011-10,agency_staff,councils,57844.63
2011-10,agency_staff,other_local,35032.09
2011-10,consulting,central_gov,8469858.2
2011-10,consulting,councils,126000.0
2011-10,consulting,nhs,339118.21
2011-10,consulting,other_local,50221.0
2011-10,routed_fund,central_gov,2960856.07
2011-10,welfare_to_work,central_gov,1248889.71
2011-11,agency_staff,central_gov,560005.53
2011-11,agency_staff,councils,71248.54
2011-11,agency_staff,other_local,74915.11
2011-11,consulting,central_gov,8979756.54
2011-11,consulting,councils,287908.0
2011-11,consulting,nhs,34800.0
2011-11,consulting,other_local,67922.81
2011-11,routed_fund,central_gov,2551969.48
2011-11,welfare_to_work,central_gov,947166.0
2011-12,agency_staff,central_gov,618843.48
2011-12,agency_staff,councils,13213.7
2011-12,agency_staff,other_local,47017.67
2011-12,consulting,central_gov,10967088.01
2011-12,consulting,nhs,34800.0
2011-12,consulting,other_local,224149.37
2011-12,routed_fund,central_gov,2742402.0
2011-12,welfare_to_work,central_gov,844705.0
2012-01,agency_staff,central_gov,455037.43
2012-01,agency_staff,councils,4337.2
2012-01,agency_staff,other_local,48341.02
2012-01,consulting,central_gov,7676002.69
2012-01,consulting,nhs,726017.5
2012-01,consulting,other_local,351430.16
2012-01,routed_fund,central_gov,1680792.0
2012-01,welfare_to_work,central_gov,954732.0
2012-02,agency_staff,central_gov,401713.25
2012-02,agency_staff,councils,875220.13
2012-02,agency_staff,other_local,29171.5
2012-02,consulting,central_gov,11535665.43
2012-02,consulting,councils,16632.0
2012-02,consulting,nhs,34800.0
2012-02,consulting,other_local,11826.49
2012-02,routed_fund,central_gov,1920693.0
2012-02,welfare_to_work,central_gov,970327.0
2012-03,agency_staff,central_gov,676986.0
2012-03,agency_staff,councils,1252409.48
2012-03,agency_staff,other_local,62350.6
2012-03,consulting,central_gov,17572581.86
2012-03,consulting,councils,46341.6
2012-03,consulting,nhs,521455.0
2012-03,consulting,other_local,235154.84
2012-03,routed_fund,central_gov,3698275.0
2012-03,welfare_to_work,central_gov,955289.0
2012-04,agency_staff,central_gov,680884.21
2012-04,agency_staff,councils,1982883.57
2012-04,agency_staff,other_local,43328.33
2012-04,consulting,central_gov,15711067.77
2012-04,consulting,councils,53938.2
2012-04,consulting,nhs,163312.06
2012-04,consulting,other_local,101494.66
2012-04,routed_fund,central_gov,475894.0
2012-04,welfare_to_work,central_gov,566146.0
2012-05,agency_staff,central_gov,436915.71
2012-05,agency_staff,councils,508186.82
2012-05,agency_staff,other_local,19644.37
2012-05,consulting,central_gov,9752970.1
2012-05,consulting,nhs,184406.4
2012-05,consulting,other_local,301622.0
2012-05,welfare_to_work,central_gov,646866.67
2012-06,agency_staff,central_gov,693703.44
2012-06,agency_staff,councils,2960.0
2012-06,agency_staff,other_local,15584.37
2012-06,consulting,central_gov,10652542.29
2012-06,consulting,nhs,113961.0
2012-06,consulting,other_local,138479.96
2012-06,routed_fund,central_gov,3886542.0
2012-06,welfare_to_work,central_gov,599252.0
2012-07,agency_staff,central_gov,674687.6
2012-07,agency_staff,councils,2455696.23
2012-07,agency_staff,other_local,48094.05
2012-07,consulting,central_gov,18441420.11
2012-07,consulting,councils,74169.6
2012-07,consulting,nhs,28000.0
2012-07,consulting,other_local,79327.0
2012-07,routed_fund,central_gov,6737034.58
2012-07,welfare_to_work,central_gov,607154.0
2012-08,agency_staff,central_gov,393575.76
2012-08,agency_staff,councils,1373405.94
2012-08,agency_staff,other_local,17159.75
2012-08,consulting,central_gov,14598423.02
2012-08,consulting,councils,9958.8
2012-08,consulting,nhs,186123.42
2012-08,routed_fund,central_gov,1173755.83
2012-08,welfare_to_work,central_gov,617089.0
2012-09,agency_staff,central_gov,495348.01
2012-09,agency_staff,councils,1315905.94
2012-09,agency_staff,other_local,28169.08
2012-09,consulting,central_gov,12571669.07
2012-09,consulting,councils,10758.36
2012-09,consulting,nhs,43202.4
2012-09,consulting,other_local,387923.71
2012-09,routed_fund,central_gov,1013151.0
2012-09,welfare_to_work,central_gov,1184491.0
2012-10,agency_staff,central_gov,437823.36
2012-10,agency_staff,councils,4115187.89
2012-10,agency_staff,other_local,29145.32
2012-10,consulting,central_gov,11414163.43
2012-10,consulting,councils,20375.0
2012-10,consulting,nhs,126073.2
2012-10,consulting,other_local,192727.77
2012-10,routed_fund,central_gov,1210140.3
2012-10,welfare_to_work,central_gov,1151853.84
2012-11,agency_staff,central_gov,232367.43
2012-11,agency_staff,councils,2185861.15
2012-11,agency_staff,other_local,41011.14
2012-11,consulting,central_gov,14477444.37
2012-11,consulting,councils,49479.0
2012-11,consulting,nhs,284904.84
2012-11,consulting,other_local,393164.89
2012-11,routed_fund,central_gov,2095890.52
2012-11,welfare_to_work,central_gov,1368228.0
2012-12,agency_staff,central_gov,350108.36
2012-12,agency_staff,councils,1675810.87
2012-12,agency_staff,other_local,8312.09
2012-12,consulting,central_gov,10973310.87
2012-12,consulting,councils,1500.0
2012-12,consulting,nhs,27186.0
2012-12,consulting,other_local,254666.51
2012-12,routed_fund,central_gov,3283826.0
2012-12,welfare_to_work,central_gov,2632731.4
2013-01,agency_staff,central_gov,450317.76
2013-01,agency_staff,councils,2706469.23
2013-01,agency_staff,other_local,47486.53
2013-01,consulting,central_gov,13295938.7
2013-01,consulting,councils,53479.4
2013-01,consulting,nhs,75147.0
2013-01,consulting,other_local,227645.96
2013-01,welfare_to_work,central_gov,1338067.84
2013-02,agency_staff,central_gov,236644.55
2013-02,agency_staff,councils,1354309.77
2013-02,agency_staff,other_local,22010.03
2013-02,consulting,central_gov,13690545.85
2013-02,consulting,councils,59606.5
2013-02,consulting,nhs,44382.0
2013-02,consulting,other_local,603225.0
2013-02,welfare_to_work,central_gov,1432211.2
2013-03,agency_staff,central_gov,484725.07
2013-03,agency_staff,councils,1369386.04
2013-03,agency_staff,other_local,50627.35
2013-03,consulting,central_gov,18256463.73
2013-03,consulting,councils,41907.5
2013-03,consulting,nhs,27813.0
2013-03,consulting,other_local,648922.8
2013-03,routed_fund,central_gov,6694694.21
2013-03,welfare_to_work,central_gov,1549055.48
2013-04,agency_staff,central_gov,349531.7
2013-04,agency_staff,councils,3225747.82
2013-04,agency_staff,other_local,30485.1
2013-04,consulting,central_gov,17328703.64
2013-04,consulting,councils,125043.09
2013-04,consulting,nhs,147654.0
2013-04,consulting,other_local,567560.2
2013-04,routed_fund,central_gov,12150511.0
2013-04,welfare_to_work,central_gov,2001223.0
2013-05,agency_staff,central_gov,1019255.61
2013-05,agency_staff,councils,1777515.7
2013-05,agency_staff,other_local,41871.28
2013-05,consulting,central_gov,10790606.75
2013-05,consulting,councils,56351.4
2013-05,consulting,nhs,48950.0
2013-05,consulting,other_local,253614.3
2013-05,routed_fund,central_gov,3625685.54
2013-05,welfare_to_work,central_gov,2164243.76
2013-06,agency_staff,central_gov,268542.23
2013-06,agency_staff,councils,1823403.11
2013-06,agency_staff,other_local,81068.7
2013-06,consulting,central_gov,16069215.58
2013-06,consulting,councils,36931.4
2013-06,consulting,nhs,124902.0
2013-06,consulting,other_local,232657.0
2013-06,routed_fund,central_gov,1876467.0
2013-06,welfare_to_work,central_gov,1905079.2
2013-07,agency_staff,central_gov,385868.7
2013-07,agency_staff,councils,2012514.7
2013-07,agency_staff,other_local,55369.65
2013-07,consulting,central_gov,17033828.16
2013-07,consulting,councils,41466.91
2013-07,consulting,nhs,74765.0
2013-07,consulting,other_local,398086.9
2013-07,routed_fund,central_gov,5196382.94
2013-07,welfare_to_work,central_gov,2078230.2
2013-08,agency_staff,central_gov,182394.66
2013-08,agency_staff,councils,983200.74
2013-08,agency_staff,other_local,69725.29
2013-08,consulting,central_gov,13059032.85
2013-08,consulting,councils,50046.8
2013-08,consulting,nhs,1147696.4
2013-08,consulting,other_local,54958.0
2013-08,routed_fund,central_gov,3659481.0
2013-08,welfare_to_work,central_gov,2788540.6
2013-09,agency_staff,central_gov,462684.65
2013-09,agency_staff,councils,3532615.0
2013-09,agency_staff,other_local,37129.71
2013-09,consulting,central_gov,18702497.3
2013-09,consulting,councils,11988.0
2013-09,consulting,nhs,458575.0
2013-09,consulting,other_local,458995.2
2013-09,routed_fund,central_gov,366976.7
2013-09,welfare_to_work,central_gov,2150978.76
2013-10,agency_staff,central_gov,246432.23
2013-10,agency_staff,councils,1474750.58
2013-10,agency_staff,other_local,70989.07
2013-10,consulting,central_gov,13890249.19
2013-10,consulting,councils,68931.0
2013-10,consulting,nhs,501858.0
2013-10,consulting,other_local,96890.0
2013-10,routed_fund,central_gov,697644.0
2013-10,welfare_to_work,central_gov,2462321.6
2013-11,agency_staff,central_gov,308459.91
2013-11,agency_staff,councils,2640298.47
2013-11,agency_staff,other_local,28220.62
2013-11,consulting,central_gov,18752492.98
2013-11,consulting,councils,49711.95
2013-11,consulting,nhs,64765.0
2013-11,consulting,other_local,105890.9
2013-11,routed_fund,central_gov,41518174.68
2013-11,welfare_to_work,central_gov,1521463.7
2013-12,agency_staff,central_gov,164061.95
2013-12,agency_staff,councils,2189997.21
2013-12,agency_staff,other_local,46487.85
2013-12,consulting,central_gov,21853617.24
2013-12,consulting,nhs,343096.61
2013-12,consulting,other_local,1410.67
2013-12,welfare_to_work,central_gov,1344646.0
2014-01,agency_staff,central_gov,211204.76
2014-01,agency_staff,councils,2739595.82
2014-01,agency_staff,other_local,56373.0
2014-01,consulting,central_gov,16792722.06
2014-01,consulting,councils,1500.0
2014-01,consulting,nhs,199178.0
2014-01,consulting,other_local,304101.0
2014-01,routed_fund,central_gov,103939.94
2014-01,welfare_to_work,central_gov,1731860.0
2014-02,agency_staff,central_gov,211884.2
2014-02,agency_staff,councils,1958229.49
2014-02,agency_staff,other_local,44439.0
2014-02,consulting,central_gov,24442006.53
2014-02,consulting,councils,84053.0
2014-02,consulting,nhs,194597.0
2014-02,consulting,other_local,294184.0
2014-02,welfare_to_work,central_gov,1558468.0
2014-03,agency_staff,central_gov,227496.43
2014-03,agency_staff,councils,2824665.84
2014-03,agency_staff,other_local,31172.0
2014-03,consulting,central_gov,33372987.78
2014-03,consulting,councils,1800.0
2014-03,consulting,nhs,263734.46
2014-03,consulting,other_local,132137.0
2014-03,routed_fund,central_gov,125110.95
2014-03,welfare_to_work,central_gov,1564797.0
2014-04,agency_staff,central_gov,273912.78
2014-04,agency_staff,councils,2774196.6
2014-04,agency_staff,other_local,58085.38
2014-04,consulting,central_gov,19110170.36
2014-04,consulting,councils,2940.0
2014-04,consulting,nhs,21000.0
2014-04,consulting,other_local,93012.15
2014-04,welfare_to_work,central_gov,1691098.0
2014-05,agency_staff,central_gov,253968.92
2014-05,agency_staff,councils,1984860.59
2014-05,agency_staff,other_local,43298.23
2014-05,consulting,central_gov,14030237.84
2014-05,consulting,councils,53279.0
2014-05,consulting,other_local,696790.12
2014-05,routed_fund,central_gov,15959626.0
2014-05,welfare_to_work,central_gov,1711529.0
2014-06,agency_staff,central_gov,186562.96
2014-06,agency_staff,councils,2012804.71
2014-06,agency_staff,other_local,36279.79
2014-06,consulting,central_gov,20031193.3
2014-06,consulting,councils,8887.13
2014-06,consulting,nhs,558530.0
2014-06,consulting,other_local,93486.92
2014-06,welfare_to_work,central_gov,1517146.0
2014-07,agency_staff,central_gov,161799.51
2014-07,agency_staff,councils,1763344.98
2014-07,agency_staff,other_local,52943.02
2014-07,consulting,central_gov,24402660.91
2014-07,consulting,councils,34048.0
2014-07,consulting,nhs,465080.38
2014-07,consulting,other_local,88630.0
2014-07,welfare_to_work,central_gov,1635187.0
2014-08,agency_staff,central_gov,519948.84
2014-08,agency_staff,councils,929808.83
2014-08,agency_staff,other_local,46132.51
2014-08,consulting,central_gov,20758976.52
2014-08,consulting,councils,52058.0
2014-08,consulting,other_local,6544.0
2014-08,routed_fund,central_gov,15267356.0
2014-08,welfare_to_work,central_gov,1407388.0
2014-09,agency_staff,central_gov,92566.08
2014-09,agency_staff,councils,2806804.47
2014-09,agency_staff,other_local,40265.57
2014-09,consulting,central_gov,19836486.11
2014-09,consulting,councils,18378.0
2014-09,consulting,nhs,216024.5
2014-09,consulting,other_local,69375.47
2014-09,routed_fund,central_gov,1016539.65
2014-09,welfare_to_work,central_gov,1615913.0
2014-10,agency_staff,central_gov,197966.57
2014-10,agency_staff,councils,39498.36
2014-10,agency_staff,other_local,58481.77
2014-10,consulting,central_gov,28304346.25
2014-10,consulting,councils,63592.4
2014-10,consulting,nhs,340187.0
2014-10,consulting,other_local,76505.6
2014-10,routed_fund,central_gov,426057.55
2014-10,welfare_to_work,central_gov,1571397.0
2014-11,agency_staff,central_gov,686759.24
2014-11,agency_staff,councils,65346.33
2014-11,agency_staff,other_local,33917.92
2014-11,consulting,central_gov,22584959.06
2014-11,consulting,councils,18378.0
2014-11,consulting,nhs,705609.0
2014-11,consulting,other_local,31550.6
2014-11,routed_fund,central_gov,13101444.0
2014-11,welfare_to_work,central_gov,1385332.0
2014-12,agency_staff,central_gov,461065.72
2014-12,agency_staff,councils,36436.06
2014-12,agency_staff,other_local,28777.61
2014-12,consulting,central_gov,27136712.01
2014-12,consulting,councils,5100.0
2014-12,consulting,nhs,214503.17
2014-12,consulting,other_local,138628.5
2014-12,routed_fund,central_gov,39225983.21
2014-12,welfare_to_work,central_gov,1384977.0
2015-01,agency_staff,central_gov,306865.84
2015-01,agency_staff,councils,933507.95
2015-01,agency_staff,other_local,56248.34
2015-01,consulting,central_gov,13390115.3
2015-01,consulting,councils,3600.0
2015-01,consulting,nhs,104587.0
2015-01,consulting,other_local,33185.0
2015-01,routed_fund,central_gov,387047.16
2015-01,welfare_to_work,central_gov,1650795.0
2015-02,agency_staff,central_gov,116940.74
2015-02,agency_staff,councils,1624254.68
2015-02,agency_staff,other_local,47332.12
2015-02,consulting,central_gov,24128131.46
2015-02,consulting,councils,146828.82
2015-02,consulting,nhs,415377.86
2015-02,consulting,other_local,96096.54
2015-02,welfare_to_work,central_gov,1352702.0
2015-03,agency_staff,central_gov,191336.82
2015-03,agency_staff,councils,2988300.76
2015-03,agency_staff,other_local,58645.95
2015-03,consulting,central_gov,34664141.72
2015-03,consulting,councils,9622.0
2015-03,consulting,nhs,1379222.93
2015-03,consulting,other_local,59462.6
2015-03,routed_fund,central_gov,11159.25
2015-03,welfare_to_work,central_gov,1380084.0
2015-04,agency_staff,central_gov,88941.21
2015-04,agency_staff,councils,2913748.35
2015-04,agency_staff,nhs,27300.0
2015-04,agency_staff,other_local,27917.23
2015-04,consulting,central_gov,19406438.01
2015-04,consulting,councils,2080.0
2015-04,consulting,nhs,297332.0
2015-04,consulting,other_local,55327.0
2015-04,welfare_to_work,central_gov,1115379.0
2015-05,agency_staff,central_gov,152448.38
2015-05,agency_staff,councils,1268456.09
2015-05,agency_staff,other_local,43605.71
2015-05,consulting,central_gov,17320434.96
2015-05,consulting,councils,47114.26
2015-05,consulting,nhs,255280.93
2015-05,consulting,other_local,160203.95
2015-05,routed_fund,central_gov,6078619.96
2015-05,welfare_to_work,central_gov,1062993.0
2015-06,agency_staff,central_gov,253302.42
2015-06,agency_staff,councils,746291.53
2015-06,agency_staff,other_local,45519.64
2015-06,consulting,central_gov,18183705.41
2015-06,consulting,councils,21160.0
2015-06,consulting,nhs,661153.73
2015-06,consulting,other_local,61945.56
2015-06,welfare_to_work,central_gov,1195331.0
2015-07,agency_staff,central_gov,556572.87
2015-07,agency_staff,councils,3300097.65
2015-07,agency_staff,other_local,24360.51
2015-07,consulting,central_gov,28293316.31
2015-07,consulting,councils,2400.0
2015-07,consulting,nhs,488711.65
2015-07,consulting,other_local,131143.13
2015-07,routed_fund,central_gov,10708633.0
2015-07,welfare_to_work,central_gov,1044452.0
2015-08,agency_staff,central_gov,41523.34
2015-08,agency_staff,councils,1797093.99
2015-08,agency_staff,other_local,84599.8
2015-08,consulting,central_gov,24089395.63
2015-08,consulting,councils,14623.0
2015-08,consulting,nhs,211182.5
2015-08,consulting,other_local,26840.95
2015-08,routed_fund,central_gov,343148.34
2015-08,welfare_to_work,central_gov,1050247.0
2015-09,agency_staff,central_gov,538232.19
2015-09,agency_staff,councils,1312290.97
2015-09,agency_staff,other_local,85809.91
2015-09,consulting,central_gov,22239814.66
2015-09,consulting,councils,47300.0
2015-09,consulting,nhs,632682.0
2015-09,consulting,other_local,325806.43
2015-09,routed_fund,central_gov,5741780.91
2015-09,welfare_to_work,central_gov,499786.0
2015-10,agency_staff,central_gov,159736.91
2015-10,agency_staff,councils,2580591.01
2015-10,agency_staff,other_local,63466.54
2015-10,consulting,central_gov,17873267.08
2015-10,consulting,councils,14838.0
2015-10,consulting,nhs,517980.9
2015-10,consulting,other_local,236586.61
2015-10,routed_fund,central_gov,3546540.0
2015-10,welfare_to_work,central_gov,1014683.0
2015-11,agency_staff,central_gov,448469.95
2015-11,agency_staff,councils,847088.81
2015-11,agency_staff,other_local,45312.47
2015-11,consulting,central_gov,17835008.13
2015-11,consulting,councils,27740.5
2015-11,consulting,nhs,295071.9
2015-11,consulting,other_local,251261.0
2015-11,routed_fund,central_gov,16703919.17
2015-11,welfare_to_work,central_gov,572387.44
2015-12,agency_staff,central_gov,17027.34
2015-12,agency_staff,councils,3148408.06
2015-12,agency_staff,nhs,46762.2
2015-12,agency_staff,other_local,85515.04
2015-12,consulting,central_gov,27407661.7
2015-12,consulting,councils,22143.76
2015-12,consulting,nhs,335101.9
2015-12,consulting,other_local,69331.5
2015-12,routed_fund,central_gov,7247473.0
2015-12,welfare_to_work,central_gov,401083.0
2016-01,agency_staff,central_gov,17313.77
2016-01,agency_staff,councils,2781388.66
2016-01,agency_staff,other_local,73263.63
2016-01,consulting,central_gov,23140099.1
2016-01,consulting,councils,16596.0
2016-01,consulting,nhs,27573.9
2016-01,consulting,other_local,103804.75
2016-01,routed_fund,central_gov,88635903.78
2016-01,welfare_to_work,central_gov,436128.0
2016-02,agency_staff,central_gov,211506.59
2016-02,agency_staff,councils,836956.01
2016-02,agency_staff,other_local,50921.81
2016-02,consulting,central_gov,11342275.59
2016-02,consulting,councils,146606.0
2016-02,consulting,nhs,212196.0
2016-02,consulting,other_local,398663.76
2016-02,routed_fund,central_gov,60984.8
2016-02,welfare_to_work,central_gov,514672.0
2016-03,agency_staff,central_gov,125468.01
2016-03,agency_staff,councils,2527862.41
2016-03,agency_staff,other_local,79937.54
2016-03,consulting,central_gov,23128732.18
2016-03,consulting,nhs,191638.59
2016-03,consulting,other_local,484488.75
2016-03,routed_fund,central_gov,211811.41
2016-03,welfare_to_work,central_gov,336010.0
2016-04,agency_staff,central_gov,266712.65
2016-04,agency_staff,councils,3844200.87
2016-04,agency_staff,other_local,65067.95
2016-04,consulting,central_gov,25103703.22
2016-04,consulting,councils,105845.0
2016-04,consulting,nhs,238850.5
2016-04,consulting,other_local,186310.0
2016-04,routed_fund,central_gov,3034077.0
2016-04,welfare_to_work,central_gov,439054.0
2016-05,agency_staff,central_gov,60000.0
2016-05,agency_staff,councils,1302128.81
2016-05,agency_staff,other_local,41494.71
2016-05,consulting,central_gov,17090126.7
2016-05,consulting,councils,30040.0
2016-05,consulting,nhs,444085.92
2016-05,consulting,other_local,104574.5
2016-05,welfare_to_work,central_gov,287167.0
2016-06,agency_staff,central_gov,67594.22
2016-06,agency_staff,councils,1404554.06
2016-06,agency_staff,other_local,44717.07
2016-06,consulting,central_gov,22419711.36
2016-06,consulting,councils,17894.56
2016-06,consulting,other_local,390817.0
2016-06,routed_fund,central_gov,13194847.43
2016-06,welfare_to_work,central_gov,341731.0
2016-07,agency_staff,central_gov,66576.07
2016-07,agency_staff,councils,1742094.83
2016-07,agency_staff,other_local,75031.06
2016-07,consulting,central_gov,17137483.16
2016-07,consulting,councils,1500.0
2016-07,consulting,other_local,56380.7
2016-07,routed_fund,central_gov,4198460.0
2016-07,welfare_to_work,central_gov,233715.0
2016-08,agency_staff,central_gov,90178.36
2016-08,agency_staff,councils,2013806.73
2016-08,agency_staff,other_local,70524.99
2016-08,consulting,central_gov,14437297.78
2016-08,consulting,councils,44321.4
2016-08,consulting,nhs,221997.25
2016-08,consulting,other_local,4639.6
2016-08,routed_fund,central_gov,16941668.6
2016-08,welfare_to_work,central_gov,280498.0
2016-09,agency_staff,central_gov,213631.04
2016-09,agency_staff,councils,731377.06
2016-09,agency_staff,other_local,26927.41
2016-09,consulting,central_gov,16053025.78
2016-09,consulting,nhs,75943.0
2016-09,consulting,other_local,210968.15
2016-09,routed_fund,central_gov,9214444.0
2016-09,welfare_to_work,central_gov,157937.0
2016-10,agency_staff,central_gov,497896.37
2016-10,agency_staff,councils,2325806.89
2016-10,agency_staff,other_local,80995.2
2016-10,consulting,central_gov,10446552.29
2016-10,consulting,councils,16627.73
2016-10,consulting,nhs,474644.25
2016-10,consulting,other_local,28362.0
2016-10,routed_fund,central_gov,5777222.09
2016-10,welfare_to_work,central_gov,638044.0
2016-11,agency_staff,central_gov,174852.35
2016-11,agency_staff,councils,108385.46
2016-11,agency_staff,other_local,20628.12
2016-11,consulting,central_gov,14665964.27
2016-11,consulting,councils,29061.0
2016-11,consulting,nhs,772765.6
2016-11,consulting,other_local,528930.0
2016-11,routed_fund,central_gov,18028522.0
2016-11,welfare_to_work,central_gov,201571.0
2016-12,agency_staff,central_gov,669328.72
2016-12,agency_staff,councils,1680365.41
2016-12,agency_staff,other_local,51937.93
2016-12,consulting,central_gov,27571334.45
2016-12,consulting,councils,6000.0
2016-12,consulting,nhs,139842.5
2016-12,consulting,other_local,404119.0
2016-12,routed_fund,central_gov,8582531.45
2016-12,welfare_to_work,central_gov,590623.0
2017-01,agency_staff,central_gov,200751.42
2017-01,agency_staff,councils,413737.39
2017-01,agency_staff,nhs,693.42
2017-01,agency_staff,other_local,68629.87
2017-01,consulting,central_gov,9333531.57
2017-01,consulting,councils,18900.3
2017-01,consulting,nhs,349097.9
2017-01,consulting,other_local,465879.89
2017-01,routed_fund,central_gov,39123681.0
2017-01,welfare_to_work,central_gov,656288.0
2017-02,agency_staff,central_gov,224737.47
2017-02,agency_staff,councils,438407.93
2017-02,agency_staff,nhs,4220.12
2017-02,agency_staff,other_local,34796.63
