year_month,category,sector,gbp
2024-02,consulting,other_local,230700.0
2024-02,welfare_to_work,central_gov,7074306.0
2024-03,agency_staff,central_gov,169077.42
2024-03,agency_staff,councils,798010.78
2024-03,agency_staff,other_local,65553.56
2024-03,consulting,central_gov,16167176.8
2024-03,consulting,councils,428434.0
2024-03,consulting,other_local,5400.0
2024-03,routed_fund,central_gov,49500.0
2024-03,welfare_to_work,central_gov,7974858.0
2024-04,agency_staff,central_gov,93565.4
2024-04,agency_staff,councils,64801.23
2024-04,agency_staff,other_local,90357.09
2024-04,consulting,central_gov,13294913.25
2024-04,consulting,councils,115375.0
2024-04,consulting,nhs,359248.95
2024-04,consulting,other_local,13836.88
2024-04,welfare_to_work,central_gov,6215870.0
2024-05,agency_staff,central_gov,218817.43
2024-05,agency_staff,councils,89543.89
2024-05,agency_staff,other_local,85659.4
2024-05,consulting,central_gov,12578120.87
2024-05,consulting,councils,37700.75
2024-05,consulting,nhs,22575.0
2024-05,consulting,other_local,294821.25
2024-05,welfare_to_work,central_gov,7808065.0
2024-06,agency_staff,central_gov,262989.7
2024-06,agency_staff,councils,690378.24
2024-06,agency_staff,other_local,34014.71
2024-06,consulting,central_gov,10140345.55
2024-06,consulting,councils,231290.0
2024-06,consulting,other_local,564754.02
2024-06,welfare_to_work,central_gov,6321887.0
2024-07,agency_staff,central_gov,98841.53
2024-07,agency_staff,councils,1477847.59
2024-07,agency_staff,other_local,2401.25
2024-07,consulting,central_gov,8662633.03
2024-07,consulting,councils,206900.0
2024-07,consulting,nhs,91560.0
2024-07,consulting,other_local,72950.24
2024-07,welfare_to_work,central_gov,7825892.0
2024-08,agency_staff,central_gov,377283.02
2024-08,agency_staff,councils,2120512.42
2024-08,agency_staff,other_local,104023.55
2024-08,consulting,central_gov,7054523.5
2024-08,consulting,councils,362033.0
2024-08,consulting,other_local,55908.68
2024-08,welfare_to_work,central_gov,8566619.0
2024-09,agency_staff,central_gov,23258.97
2024-09,agency_staff,councils,1662245.79
2024-09,agency_staff,other_local,91092.13
2024-09,consulting,central_gov,8459997.45
2024-09,consulting,councils,69329.0
2024-09,consulting,nhs,137036.4
2024-09,consulting,other_local,102880.1
2024-09,welfare_to_work,central_gov,10209389.0
2024-10,agency_staff,central_gov,155251.95
2024-10,agency_staff,councils,3055335.97
2024-10,agency_staff,other_local,63480.77
2024-10,consulting,central_gov,8603560.78
2024-10,consulting,other_local,553127.13
2024-10,welfare_to_work,central_gov,6452173.0
2024-11,agency_staff,central_gov,186164.05
2024-11,agency_staff,councils,1927612.9
2024-11,agency_staff,other_local,62814.74
2024-11,consulting,central_gov,6326596.14
2024-11,consulting,councils,155968.0
2024-11,consulting,other_local,92762.3
2024-11,welfare_to_work,central_gov,9016828.0
2024-12,agency_staff,central_gov,249739.88
2024-12,agency_staff,councils,2312894.69
2024-12,agency_staff,other_local,12127.6
2024-12,consulting,central_gov,7501838.09
2024-12,consulting,councils,85017.25
2024-12,consulting,other_local,114622.5
2024-12,welfare_to_work,central_gov,7968969.0
2025-01,agency_staff,central_gov,113153.72
2025-01,agency_staff,councils,1393721.48
2025-01,agency_staff,other_local,120248.92
2025-01,consulting,central_gov,5502444.17
2025-01,consulting,councils,112225.0
2025-01,consulting,nhs,228000.0
2025-01,consulting,other_local,353754.35
2025-01,welfare_to_work,central_gov,9597317.0
2025-02,agency_staff,central_gov,106068.56
2025-02,agency_staff,councils,1856521.42
2025-02,agency_staff,other_local,63192.94
2025-02,consulting,central_gov,10507903.88
2025-02,consulting,councils,97990.34
2025-02,consulting,nhs,304272.0
2025-02,consulting,other_local,27862.81
2025-02,welfare_to_work,central_gov,6678103.0
2025-03,agency_staff,central_gov,113313.87
2025-03,agency_staff,councils,132159.83
2025-03,agency_staff,other_local,55154.21
2025-03,consulting,central_gov,10740312.4
2025-03,consulting,councils,15502.0
2025-03,consulting,nhs,304272.0
2025-03,consulting,other_local,282721.88
2025-03,welfare_to_work,central_gov,6744141.0
2025-04,agency_staff,central_gov,146816.95
2025-04,agency_staff,councils,1631318.19
2025-04,agency_staff,other_local,68106.87
2025-04,consulting,central_gov,5702572.2
2025-04,consulting,other_local,1491136.73
2025-04,welfare_to_work,central_gov,5890242.0
2025-05,agency_staff,central_gov,92961.23
2025-05,agency_staff,councils,1664583.94
2025-05,agency_staff,other_local,100890.6
2025-05,consulting,central_gov,8508905.97
2025-05,consulting,councils,79967.5
2025-05,consulting,nhs,36895.0
2025-05,consulting,other_local,286262.9
2025-05,welfare_to_work,central_gov,6589751.0
2025-06,agency_staff,councils,2313413.6
2025-06,agency_staff,other_local,82530.52
2025-06,consulting,central_gov,7743191.53
2025-06,consulting,councils,151982.75
2025-06,consulting,nhs,48000.0
2025-06,welfare_to_work,central_gov,6717682.0
2025-07,agency_staff,councils,1567903.8
2025-07,agency_staff,other_local,63897.22
2025-07,consulting,central_gov,12073031.99
2025-07,consulting,councils,509.38
2025-07,consulting,nhs,75960.0
2025-07,welfare_to_work,central_gov,8096385.83
2025-08,agency_staff,councils,1528946.06
2025-08,agency_staff,other_local,30885.34
2025-08,consulting,central_gov,13733385.88
2025-08,consulting,councils,41414.24
2025-08,consulting,nhs,519005.0
2025-08,consulting,other_local,1054410.3
2025-08,welfare_to_work,central_gov,6202432.34
2025-09,agency_staff,councils,1758338.32
2025-09,agency_staff,other_local,111777.58
2025-09,consulting,central_gov,12216475.8
2025-09,consulting,councils,52458.75
2025-09,consulting,other_local,209061.56
2025-09,welfare_to_work,central_gov,7150842.91
2025-10,agency_staff,councils,1512719.62
2025-10,agency_staff,other_local,120681.13
2025-10,consulting,central_gov,5374845.34
2025-10,consulting,councils,135500.34
2025-10,consulting,other_local,200016.5
2025-10,welfare_to_work,central_gov,10422303.91
2025-11,agency_staff,councils,2822266.54
2025-11,agency_staff,nhs,132455.76
2025-11,agency_staff,other_local,87129.34
2025-11,consulting,central_gov,7352963.97
2025-11,consulting,councils,41414.24
2025-11,consulting,other_local,250368.92
2025-11,welfare_to_work,central_gov,5856485.44
2025-12,agency_staff,councils,1890662.86
2025-12,agency_staff,other_local,49323.61
2025-12,consulting,central_gov,10319582.92
2025-12,consulting,councils,186419.07
2025-12,consulting,nhs,138000.0
2025-12,welfare_to_work,central_gov,7444541.68
2026-01,agency_staff,councils,1311572.42
2026-01,agency_staff,nhs,33999.12
2026-01,agency_staff,other_local,73106.89
2026-01,consulting,central_gov,7372052.56
2026-01,consulting,councils,294959.5
2026-01,consulting,nhs,328525.56
2026-01,consulting,other_local,62943.0
2026-01,welfare_to_work,central_gov,7465886.89
2026-02,agency_staff,councils,1248262.63
2026-02,agency_staff,nhs,33999.12
2026-02,agency_staff,other_local,9950.43
2026-02,consulting,central_gov,8005090.96
2026-02,consulting,councils,39039.84
2026-02,consulting,nhs,409308.88
2026-02,consulting,other_local,282395.31
2026-02,welfare_to_work,central_gov,8054927.07
2026-03,agency_staff,central_gov,108366.0
2026-03,agency_staff,councils,1484832.65
2026-03,agency_staff,nhs,31500.0
2026-03,agency_staff,other_local,34044.87
2026-03,consulting,central_gov,9972042.86
2026-03,consulting,councils,14250.0
2026-03,consulting,nhs,412849.1
2026-03,consulting,other_local,7149.0
2026-03,welfare_to_work,central_gov,6908022.04
2026-04,agency_staff,councils,1677609.58
2026-04,agency_staff,nhs,64240.0
2026-04,consulting,central_gov,8752686.34
2026-04,consulting,councils,191293.75
2026-04,consulting,nhs,420875.0
2026-04,welfare_to_work,central_gov,7354144.33
2026-05,agency_staff,councils,1260294.87
2026-05,consulting,central_gov,7960431.25
2026-05,consulting,councils,65603.25
2026-05,consulting,nhs,300450.0
2026-05,welfare_to_work,central_gov,6439585.76
2026-06,agency_staff,central_gov,130274.0
2026-06,agency_staff,councils,315571.35
2026-06,consulting,central_gov,8827798.35
2026-06,consulting,nhs,174450.0
2026-06,welfare_to_work,central_gov,6761389.05
2026-07,consulting,nhs,84925.0
