pattern,expense_type,publisher,txns,gbp,n_suppliers,top_suppliers
DEBT_RECOVERY,Trade Local Debtors Adj,Portsmouth Hospital NHS Trust,7,338483.92,2,Government Banking Services=174533.87; 61419943=163950.05
DEBT_RECOVERY,DIG BSS BAU TECH DEBT DELP,Department for Work and Pensions,88,318980.98,3,ALEXANDER MANN SOLUTIONS LTD-2WM=190860.75; ERNST & YOUNG=128010.6; ROYAL BANK OF SCOTLAND=109.63
DEBT_RECOVERY,DEBT MANAGEMENT OFFICE RENT & SERVICE CHARGE - 24 JUNE 2012 TO 28 SEPTEMBER 2012,HM Treasury,1,288393.6,1,JONES LANG LASALLE=288393.6
DEBT_RECOVERY,DIG DEBT MGT SELFSERVE DELP,Department for Work and Pensions,2,264759.6,1,CAPGEMINI UK PLC=264759.6
DEBT_RECOVERY,OTHER DEBTORS,Department for Work and Pensions,5,245624.12,2,DCSF RM SHARED SERVICES=196469.58; DSCF RM SHARED SERVICES=49154.54
DEBT_RECOVERY,CA - OTHER RECEIVABLES - INTER DWP DEBTOR - PAYMENTS TO UK AND FOREIGN BANK ACCOUNTS,Department for Work and Pensions,3,243743.0,3,RIMINI STREET INC.=165000.0; TIBCO SOFTWARE IRELAND LTD=52129.0; WORK & INCOME=26614.0
DEBT_RECOVERY,Debt Management,Bristol City Council,49,235987.6,11,Tradition (UK) Limited=95238.35; Link Treasury Services Limited=47680.0; MUFG Corporate Markets Treasury Ltd=42355.0; Public Sector Live Ltd=18500.0; Imperial Treasury Services Ltd=11780.83
DEBT_RECOVERY,Debtors Recharge NHS,Coventry and Warwickshire Partnership NHS Trust,4,192763.39,1,Coventry City Council=192763.39
DEBT_RECOVERY,CHG DEBT RECOVERY,Department for Work and Pensions,6,172188.0,2,CAPGEMINI UK PLC=143208.0; BETTER GROUP LTD T/A BETTERGOV=28980.0
DEBT_RECOVERY,OPS CFC DEBT BDDA CHANGE,Department for Work and Pensions,250,118591.28,4,CLARITY TRAVEL LIMITED=103953.14; DA LANGUAGES LTD=8023.5; ROYAL BANK OF SCOTLAND=6112.64; KINTO U K=502.0
DEBT_RECOVERY,DIG PLATFORMS DEBT MGT REFRESH SPEND,Department for Work and Pensions,2,105268.0,1,ARUM SYSTEMS LTD=105268.0
DEBT_RECOVERY,Debt Collection Agency Charges,Royal Borough of Greenwich,85,103536.65,2,WHYTE & CO=98667.02; ROSS & ROBERTS LTD=4869.63
DEBT_RECOVERY,Debt Recovery,NHS Business Services Authority,3,102834.24,1,SOPRA STERIA LIMITED=102834.24
DEBT_RECOVERY,OPS CFC DEBT CORBY,Department for Work and Pensions,184,93587.52,6,ROYAL MAIL GROUP PLC=42202.09; CLARITY TRAVEL LIMITED=41223.0; ROYAL BANK OF SCOTLAND=5051.06; DA LANGUAGES LTD=4162.88; HHG ASSOCIATES LTD=548.0
DEBT_RECOVERY,STR FRAUD ERROR & DEBT ANALYSIS,Department for Work and Pensions,214,88737.77,3,CLARITY TRAVEL LIMITED=81907.76; DA LANGUAGES LTD=6727.01; ROYAL BANK OF SCOTLAND=103.0
DEBT_RECOVERY,DIG DEBT AND FED MI STAFFING DELP,Department for Work and Pensions,225,84698.98,3,CLARITY TRAVEL LIMITED=76429.2; ROYAL BANK OF SCOTLAND=8061.49; KINTO U K=208.29
DEBT_RECOVERY,OPS CFC DEBT FOR SOCIAL FUND,Department for Work and Pensions,210,76739.65,8,CLARITY TRAVEL LIMITED=63830.83; ROYAL MAIL GROUP PLC=5693.03; DA LANGUAGES LTD=2645.77; ROYAL BANK OF SCOTLAND=2347.92; BATES OFFICE SERVICES LTD-2WM=1830.6
DEBT_RECOVERY,OPS CFC DEBT CITIZEN & DATA REPARATION,Department for Work and Pensions,187,72591.96,4,CLARITY TRAVEL LIMITED=65996.39; ROYAL BANK OF SCOTLAND=6270.57; KINTO U K=305.0; HHG ASSOCIATES LTD=20.0
DEBT_RECOVERY,OPS CFC DEBT CRU COMPENSATION RECOVERY,Department for Work and Pensions,250,71505.19,9,ROYAL MAIL GROUP PLC=35580.52; HHG ASSOCIATES LTD=16571.85; CLARITY TRAVEL LIMITED=10235.03; H H ASSOCIATES LTD=5144.76; ROYAL BANK OF SCOTLAND=1871.21
DEBT_RECOVERY,DIG LEGACY TECH DEBT - HEALTH & DISABILITY DELP,Department for Work and Pensions,2,62115.0,1,CAPGEMINI UK PLC=62115.0
DEBT_RECOVERY,OPS CFC DEBT DUDLEY,Department for Work and Pensions,68,56727.33,4,ROYAL BANK OF SCOTLAND=47613.63; DA LANGUAGES LTD=5842.5; CLARITY TRAVEL LIMITED=3242.9; H H ASSOCIATES LTD=28.3
DEBT_RECOVERY,Debt Management Qtr Pay To Boe,HM Treasury,1,55000.0,1,COMPUTERSHARE INVESTOR SERVICES PLC=55000.0
DEBT_RECOVERY,MA ESF(D) Bad Debt Write Offs - TP,Department for Work and Pensions,1,54575.0,1,TRIBAL EDUCATION=54575.0
DEBT_RECOVERY,OPS CFC DEBT TRAFFORD,Department for Work and Pensions,143,43446.43,6,HHG ASSOCIATES LTD=25443.79; ROYAL MAIL GROUP PLC=11251.5; DA LANGUAGES LTD=3254.78; CLARITY TRAVEL LIMITED=3075.29; H H ASSOCIATES LTD=390.06
DEBT_RECOVERY,GENERAL BAD DEBT PROVISION,United Lincolnshire Hospitals NHS Trust,2,39780.0,1,TRIPLEWEST MEDICAL=39780.0
DEBT_RECOVERY,OPS CFC DEBT DEARNE VALLEY,Department for Work and Pensions,130,38916.04,9,ROYAL MAIL GROUP PLC=24289.66; CLARITY TRAVEL LIMITED=6929.11; DA LANGUAGES LTD=3268.92; ROYAL BANK OF SCOTLAND=1585.98; MITIE FM LTD - 2WM=1328.63
DEBT_RECOVERY,"DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE","Foreign, Commonwealth and Development Office (FCDO)",22,35095.05,10,WFP_CONSULT=11618.1; WFP CONSULT=8406.31; PAYPAL  3VECTORES=5677.44; ICC INC.=3418.81; DUN  BRADSTREET LIMTIE=1768.06
DEBT_RECOVERY,Sundry Debtors,Animal and Plant Health Agency,1,32972.9,1,DEFRA=32972.9
DEBT_RECOVERY,201600 Financial Services > Debt Collection & Recovery,North Yorkshire Council,74,31904.71,5,TRAFFIC ENFORCEMENT CENTRE=30000.0; CAPITAL RESOLVE LTD=1500.87; BRISTOW & SUTOR=403.84; MARSTON GROUP LTD=0.0; JACOBS DEBT RECOVERY=0.0
DEBT_RECOVERY,Debtors Control Refunds,Uttlesford District Council,29,28852.52,3,Sundry BACS=22866.92; Pelham Structures Ltd=5700.0; Saffron Walden Town Council=285.6
DEBT_RECOVERY,Debtors Unident Receipts,"Department for Digital, Culture, Media and Sport",1,28250.0,1,HM Treasury (15811)=28250.0
DEBT_RECOVERY,ESF DEBTOR BALANCE,Department for Work and Pensions,1,27634.0,1,DWP=27634.0
DEBT_RECOVERY,Debt coll serv (Del),HM Revenue and Customs,1,25131.54,1,Rossendales Ltd=25131.54
DEBT_RECOVERY,"DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE",Foreign and Commonwealth Office,26,22566.94,12,SARIT ARIELI=8282.04; BERGAMO ENERGIE SR 569=3952.35; SONDICO PROFESSIONAL=2500.0; ANADOLU AJANSI=1472.54; CIVIL SERVICE LEARNING=1155.6
DEBT_RECOVERY,OPS CFC DEBT NUNEATON,Department for Work and Pensions,102,22117.65,7,ROYAL MAIL GROUP PLC=14845.87; DA LANGUAGES LTD=4180.45; CLARITY TRAVEL LIMITED=1571.8; ROYAL BANK OF SCOTLAND=1073.36; H H ASSOCIATES LTD=298.82
DEBT_RECOVERY,OPS CFC DEBT WATFORD,Department for Work and Pensions,110,21296.77,7,ROYAL MAIL GROUP PLC=12470.9; CLARITY TRAVEL LIMITED=3757.36; ROYAL BANK OF SCOTLAND=2275.57; HHG ASSOCIATES LTD=884.0; DA LANGUAGES LTD=736.45
DEBT_RECOVERY,OPS CFC DEBT PORTH,Department for Work and Pensions,106,16923.79,5,CLARITY TRAVEL LIMITED=12492.57; DA LANGUAGES LTD=2985.18; ROYAL BANK OF SCOTLAND=1178.88; HHG ASSOCIATES LTD=257.73; H H ASSOCIATES LTD=9.43
DEBT_RECOVERY,OPS CFC DEBT BRADFORD,Department for Work and Pensions,103,14527.72,5,CLARITY TRAVEL LIMITED=10166.94; DA LANGUAGES LTD=1558.41; ROYAL MAIL GROUP PLC=1174.55; H H ASSOCIATES LTD=871.82; HHG ASSOCIATES LTD=756.0
DEBT_RECOVERY,OPS CFC DEBT HOD,Department for Work and Pensions,91,12570.42,2,CLARITY TRAVEL LIMITED=12460.42; ROYAL BANK OF SCOTLAND=110.0
DEBT_RECOVERY,OPS CFC DEBT  WASHINGTON,Department for Work and Pensions,101,11759.41,4,CLARITY TRAVEL LIMITED=8163.22; ROYAL BANK OF SCOTLAND=1753.51; HHG ASSOCIATES LTD=1162.41; DA LANGUAGES LTD=680.27
DEBT_RECOVERY,201600 Financial Services > Debt Collection & Recovery,Former council of North Yorkshire,14,11343.96,3,KD CARPETS=7302.5; JTR COLLECTIONS=2692.85; ILLION DIGITAL TECH SOLUTIONS UK LTD=1348.61
DEBT_RECOVERY,Debt Recovery & Credit Control,Shropshire Community Health NHS Trust,407,10299.46,3,CCI CREDIT MANAGEMENT LTD=8853.31; CCI LEGAL SERVICES LTD=1440.21; PREECE BURFORD LTD=5.94
DEBT_RECOVERY,DEBTORS HOLDING CODE,Salisbury NHS Foundation Trust,146,9635.98,1,NHS LOGISTICS=9635.98
DEBT_RECOVERY,OPS CFC DEBT TAUNTON,Department for Work and Pensions,62,8500.94,4,CLARITY TRAVEL LIMITED=6195.76; DA LANGUAGES LTD=1697.17; H H ASSOCIATES LTD=441.01; HHG ASSOCIATES LTD=167.0
DEBT_RECOVERY,OPS CFC DEBT GLASGOW,Department for Work and Pensions,53,6847.29,4,CLARITY TRAVEL LIMITED=6130.49; DA LANGUAGES LTD=663.94; HHG ASSOCIATES LTD=34.0; H H ASSOCIATES LTD=18.86
DEBT_RECOVERY,OPS CFC DEBT BIRMINGHAM,Department for Work and Pensions,74,6605.22,5,CLARITY TRAVEL LIMITED=3374.31; DA LANGUAGES LTD=1868.87; ROYAL BANK OF SCOTLAND=957.26; H H ASSOCIATES LTD=259.78; HHG ASSOCIATES LTD=145.0
DEBT_RECOVERY,To clear housing related debt,Uttlesford District Council,1,5518.86,1,Sage Homes RP Limited=5518.86
DEBT_RECOVERY,OPS CFC DEBT ENFORCEMENT TEAM,Department for Work and Pensions,68,5423.72,5,CLARITY TRAVEL LIMITED=2610.87; DA LANGUAGES LTD=1383.63; ROYAL BANK OF SCOTLAND=606.51; HHG ASSOCIATES LTD=502.0; H H ASSOCIATES LTD=320.71
DEBT_RECOVERY,Debtors refund,Uttlesford District Council,3,4131.28,1,Sundry BACS=4131.28
DEBT_RECOVERY,Other Debtors - DTI Advances - Balance Sheet,UK Trade and Investment,4,3200.0,1,"Personal Expense, Name Witheld=3200.0"
DEBT_RECOVERY,OPS CFC DEBT BDDA & INF,Department for Work and Pensions,27,2772.18,2,CLARITY TRAVEL LIMITED=2386.88; ROYAL BANK OF SCOTLAND=385.3
DEBT_RECOVERY,PPL PRS 2018/19 music licence payment via debt collection agency csl,The National Archives,1,2217.61,1,CSL=2217.61
DEBT_RECOVERY,OPS CFC DEBT RFE,Department for Work and Pensions,11,1353.6,3,CLARITY TRAVEL LIMITED=1025.15; ROYAL BANK OF SCOTLAND=299.22; HHG ASSOCIATES LTD=29.23
DEBT_RECOVERY,Debtors refunds,Uttlesford District Council,2,792.96,1,Sundry BACS=792.96
DEBT_RECOVERY,OPS CFC DEBT BDDA FINANCE,Department for Work and Pensions,12,733.67,4,CLARITY TRAVEL LIMITED=623.87; H H ASSOCIATES LTD=53.74; DA LANGUAGES LTD=28.06; HHG ASSOCIATES LTD=28.0
DEBT_RECOVERY,OPS CFC DEBT POLICY & COMMS,Department for Work and Pensions,23,592.1,3,DA LANGUAGES LTD=467.1; ROYAL BANK OF SCOTLAND=129.0; CLARITY TRAVEL LIMITED=-4.0
DEBT_RECOVERY,Debt Collection & Recovery - Fees,Uttlesford District Council,1,503.0,1,Greenhalgh Kerr Solicitors Ltd=503.0
DEBT_RECOVERY,OPS CFC DEBT INCOME DEL P,Department for Work and Pensions,17,417.1,1,DA LANGUAGES LTD=417.1
DEBT_RECOVERY,FG OPS FIN DEBT OPS BDTG FINANCE,Department for Work and Pensions,1,179.0,1,ROYAL BANK OF SCOTLAND=179.0
DEBT_RECOVERY,OPS CFC DEBT CRU SYSTEM DEVELOPMENT,Department for Work and Pensions,20,107.85,2,DA LANGUAGES LTD=71.26; ROYAL MAIL GROUP PLC=36.59
DEBT_RECOVERY,OPS CFC DEBT CRU OVERSEAS HEALTHCARE TEAM,Department for Work and Pensions,2,25.0,1,DA LANGUAGES LTD=25.0
DEBT_RECOVERY,OPS CFC DEBT BDDA BRMIA & INF,Department for Work and Pensions,3,22.53,1,DA LANGUAGES LTD=22.53
DEBT_RECOVERY,OPS CFC DEBT OPS CENTRAL,Department for Work and Pensions,3,14.31,1,DA LANGUAGES LTD=14.31
DEBT_RECOVERY,OPS CFC DEBT CC PERFORMANCE MANAGEMENT,Department for Work and Pensions,2,2.97,1,DA LANGUAGES LTD=2.97
DEBT_RECOVERY,MA ESF (D) OVERPAYMENT DEBTS OGDs,Department for Work and Pensions,1,-3731.0,1,WEST MIDLANDS LEARNING & SKILLS COUNCIL=-3731.0
DEBT_RECOVERY,ESF OTHER DEBTORS <1YR,Department for Work and Pensions,1,-9893.0,1,NORTH WEST NETWORK=-9893.0
DEBT_RECOVERY,UKBA Visa Expenditure Debtor Control,Foreign and Commonwealth Office,5,-240443781.0,1,HOME OFFICE=-240443781.0
SUMMONS,Court Costs Summons Fees,Royal Borough of Greenwich,35,165834.0,2,HER MAJESTY`S COURTS SERVICE=164754.0; TERRI`S NAIL & BEAUTY PLACE=1080.0
COLLECTION_AGENT,Debt collection serv,HM Revenue and Customs,308,32465220.51,24,iQor holdings Limited=4182931.97; DRYDENSFAIRFAX SOLICITORS=3898477.85; Commercial Collection Services=3172380.77; IQOR HOLDINGS LTD=2368955.45; COMMERCIAL COLLECTION SERVICES=2150759.57
COLLECTION_AGENT,BRR Estimated Collection Fund Surplus PY,"Ministry of Housing, Communities and Local Government",51,11681794.0,32,OFFICE OF THE PAYMASTER GENERAL (NN=15321211.0; STOKE ON TRENT CITY COUNCIL=-49.0; NORTH LINCOLNSHIRE DC=-450.0; YORK CITY CNCL=-1110.0; SOUTHWARK LB=-1469.0
COLLECTION_AGENT,Debt collection service (DEL),HM Revenue and Customs,3,3989864.59,1,TDX GROUP LTD=3989864.59
COLLECTION_AGENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - DEBT COLLECTION,Department for Work and Pensions,78,3858392.89,2,INDESSER=3809032.89; PROFESSIONAL COST MANAGEMENT GROUP LTD=49360.0
COLLECTION_AGENT,Data Collection Services,"Department for Environment, Food and Rural Affairs",47,3823018.9,27,Osiris Projects=844874.05; Gardline Environmental Limited=715047.98; EGS (International) Ltd=617969.0; TITAN ENVIRONMENTAL SURVEYS LTD=208328.0; EMU LTD=155206.8
COLLECTION_AGENT,TPP - Waste Collection,Bristol City Council,70,3786540.29,23,Bristol Waste company Limited=3487082.64; South Gloucestershire Council (Main Order Account)=102093.27; Apollo Cleaning Solutions=67070.0; North Somerset Council=46114.9; Bristol Food Network CIC=32000.0
COLLECTION_AGENT,Contract refuse collection,Eden District Council,53,3481725.45,2,AMEY PLC=2423526.64; ENTERPRISE MANAGED SERVICES LTD=1058198.81
COLLECTION_AGENT,Home Office Visa Fees: Post Collection-Payment In UK,Foreign and Commonwealth Office,374,2418601.89,1,HOME OFFICE=2418601.89
COLLECTION_AGENT,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,"Department for Environment, Food and Rural Affairs",44,2051414.07,5,FOOD STANDARDS AGENCY=1137087.64; ANIMAL HEALTH=542296.56; SCOTTISH EXECUTIVE=156487.48; AHVLA=109976.11; ANIMAL HEALTH & VETERINARY LABORATORIES AGENCY=105566.28
COLLECTION_AGENT,Garden Waste Collection,Rushmoor Borough Council,97,1956072.39,1,Serco Ltd=1956072.39
COLLECTION_AGENT,Debt Collection Services,HM Revenue and Customs,4,811801.16,3,iQor holdings Limited=614278.82; Credit Solutions=137133.86; Commercial Collection Services=60388.48
COLLECTION_AGENT,Waste Collection From Other NHS Bodies,Shropshire Community Health NHS Trust,637,620919.2,3,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST=609716.15; SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST=10780.55; BLACK COUNTRY HEALTH CARE NHS FT=422.5
COLLECTION_AGENT,Bulky Waste Collection,Rushmoor Borough Council,183,522186.99,2,Serco Ltd=342426.36; Veolia Environmental Services=179760.63
COLLECTION_AGENT,Refuse Collection,Eden District Council,16,481655.67,1,AMEY PLC=481655.67
COLLECTION_AGENT,Refuse Collection,Shropshire Community Health NHS Trust,3280,448487.16,14,VEOLIA ES (UK) LTD=366144.03; BIFFA WASTE SERVICES LTD=44121.51; PG SKIPS LTD=32981.69; VEOLIA WATER TECHNOLOGIES=2715.0; NHS SUPPLY CHAIN=816.0
COLLECTION_AGENT,Acquisitions (Books & Collections),Natural History Museum,1300,256487.59,133,NHBS LTD=77189.34; Taylor & Francis Ltd=63232.5; Amazon EU=19490.89; Simon Harrison / Portico Designs Ltd=11725.0; WWW.KOELTZ.COM=8016.53
COLLECTION_AGENT,Waste Collection - Waste Disposal,Uttlesford District Council,73,208614.36,11,Essex County Council=104431.96; Widdington Recycling=47616.7; Positive Waste Solutions Ltd=25716.6; Full Cyle Waste Management=12143.86; Smith Bros. & Webb Ltd=6788.77
COLLECTION_AGENT,Confidential Waste Collection,Shropshire Community Health NHS Trust,3997,203030.7,14,RESTORE DATASHRED LTD=121784.37; RESTORE DATASHRED=35124.02; PHS GROUP LTD=30283.2; DATA SOLUTIONS=7838.48; TOYOTA TSUSHO UK LTD=2895.83
COLLECTION_AGENT,BID Levy Collection Movemt in year,Uttlesford District Council,5,174671.1,1,Saffron Walden Business Improvement=174671.1
COLLECTION_AGENT,Special Collection Service,Royal Borough of Greenwich,60,129678.03,2,SCCI ALPHATRACK LTD=125158.11; CRYSTAL ELECTRONICS LTD=4519.92
COLLECTION_AGENT,Debt Collection Agency Charges,Royal Borough of Greenwich,85,103536.65,2,WHYTE & CO=98667.02; ROSS & ROBERTS LTD=4869.63
COLLECTION_AGENT,Refuse Collection Charges,South Gloucestershire Council,88,101257.95,6,SITA UK LTD=74896.01; Frank Bowtell Limited=18207.5; OCS Group UK Ltd=6014.28; Cannon Hygiene Limited=1525.32; Mechanical Engineering Svcs (Avon) Ltd=450.0
COLLECTION_AGENT,ESFA DATA COLLECTION,Department for Education,1,54031.83,1,CAPGEMINI UK PLC=54031.83
COLLECTION_AGENT,Lease of storage building for collections April-June,Ministry of Defence,1,48132.7,1,GEOGHEGAN BROS. LTD=48132.7
COLLECTION_AGENT,Lease of storage building for collections July-October,Ministry of Defence,1,48132.7,1,GEOGHEGAN BROS. LTD=48132.7
COLLECTION_AGENT,Lease of storage building for collections November-January,Ministry of Defence,1,48132.7,1,GEOGHEGAN BROS. LTD=48132.7
COLLECTION_AGENT,Clinical Waste Collection,Shropshire Community Health NHS Trust,516,43734.43,5,SRCL LTD=38498.35; INDEPENDENT SAFETY SERVICES LTD=4560.0; PHS GROUP LTD=426.7; MINISTRY OF JUSTICE=164.38; VORTEX CLEANING LTD=85.0
COLLECTION_AGENT,182013 Environmental Services > Waste Management > Waste Collection,North Yorkshire Council,36,38122.48,6,ABFALLBEHALTER & CONTAINER WEBER UK LTD=15947.2; R & J FARROW LTD=13394.6; C S BACKHOUSE LTD=2514.22; STERTIL UK LTD=2220.06; KGZ WASTE REMOVAL=2200.0
COLLECTION_AGENT,Refuse Collection,Bristol City Council,51,37758.7,17,Apollo Cleaning Solutions=12730.0; The FA Bartlett Tree Expert Co. Ltd=6200.0; Dobbins Industrial Cleaning=5580.0; Cabot Learning Federation T/A Frome Vale Academy=2541.65; Crawfords Extreme Cleaning Limited=2250.0
COLLECTION_AGENT,201600 Financial Services > Debt Collection & Recovery,North Yorkshire Council,74,31904.71,5,TRAFFIC ENFORCEMENT CENTRE=30000.0; CAPITAL RESOLVE LTD=1500.87; BRISTOW & SUTOR=403.84; MARSTON GROUP LTD=0.0; JACOBS DEBT RECOVERY=0.0
COLLECTION_AGENT,BID levy collection movement within year,Uttlesford District Council,1,31000.0,1,Saffron Walden Business Improvement=31000.0
COLLECTION_AGENT,Cash collection,Eden District Council,7,23535.0,1,CARLISLE CITY COUNCIL=23535.0
COLLECTION_AGENT,Acquisitions (Books & Collections),"Department for Digital, Culture, Media and Sport",93,19431.32,30,Taylor & Francis Ltd=5130.0; NHBS LTD=4530.28; BRUCE AND LEICHT=3979.64; MARCUSORIGL=1609.88; AMAZON EU=1074.35
COLLECTION_AGENT,Collection of Local Taxation,Eden District Council,12,14809.44,3,CIVICA UK LTD=6861.05; MORGAN HUNT UK LTD=5448.39; DOUCMENT OUTPUT SOLUTIONS UK LTD=2500.0
COLLECTION_AGENT,Secure Cash Collection,Plymouth City Council,10,11722.81,1,G4S Cash Services (UK) Limited=11722.81
COLLECTION_AGENT,201600 Financial Services > Debt Collection & Recovery,Former council of North Yorkshire,14,11343.96,3,KD CARPETS=7302.5; JTR COLLECTIONS=2692.85; ILLION DIGITAL TECH SOLUTIONS UK LTD=1348.61
COLLECTION_AGENT,Commercial Refuse collection,Eden District Council,19,10752.5,2,AMEY PLC=10236.66; ENTERPRISE MANAGED SERVICES LTD=515.84
COLLECTION_AGENT,Collection of Abandoned Vehicles,Rushmoor Borough Council,6,8347.0,1,Hampshire County Council=8347.0
COLLECTION_AGENT,Refuse Collection,Plymouth City Council,7,6869.02,3,Viridor Waste Management=4080.47; Biffa Waste Services Ltd=1420.55; Absolute Retail Limited=1368.0
COLLECTION_AGENT,Dog Contract Collection,Eden District Council,7,5306.54,2,ENTERPRISE MANAGED SERVICES LTD=3027.76; AMEY PLC=2278.78
COLLECTION_AGENT,Environment Monitoring Assistant sample collection for extra workload,"Department for Environment, Food and Rural Affairs",10,5222.08,1,PERTEMPS LTD=5222.08
COLLECTION_AGENT,Sampling equipment for Sampling and Collection Wessex team members,"Department for Environment, Food and Rural Affairs",2,4860.45,1,EM SUPPLIES=4860.45
COLLECTION_AGENT,Temp member of staff covering supernumerary post in Sampling and Collection  team.,"Department for Environment, Food and Rural Affairs",8,4811.19,1,PERTEMPS LTD=4811.19
COLLECTION_AGENT,1 Sampling and Collection Environmental Monitoring Assistant Temp Contract,"Department for Environment, Food and Rural Affairs",7,3565.63,1,PERTEMPS LTD=3565.63
COLLECTION_AGENT,Seasonal Environment Monitoring Assistant Sampling and Collection,"Department for Environment, Food and Rural Affairs",6,3049.43,1,PERTEMPS LTD=3049.43
COLLECTION_AGENT,Special/Hazardous Waste Collection,Shropshire Community Health NHS Trust,22,3016.32,4,PHS GROUP LTD=2835.5; GLYN UPTON REMOVALS=75.0; INITIAL WASHROOMS SOLUTIONS=67.5; PREMIERE HEALTHCARE=38.32
COLLECTION_AGENT,Council Tax Collection,Rushmoor Borough Council,1,2370.0,1,HM Magistrates Court=2370.0
COLLECTION_AGENT,182013 Environmental Services > Waste Management > Waste Collection,Former council of North Yorkshire,8,2355.23,3,WILF NOBLE RECYCLING LTD=1200.0; WASTECARE=946.9; KMR SKIP HIRE LTD=208.33
COLLECTION_AGENT,PPL PRS 2018/19 music licence payment via debt collection agency csl,The National Archives,1,2217.61,1,CSL=2217.61
COLLECTION_AGENT,Renewal of the Xceed data compression tool which supports the data collection system COLLECT.,Department for Education,1,2043.43,1,XCEED SOFTWARE=2043.43
COLLECTION_AGENT,Additional fridge for storage of chemical samples for collection,"Department for Environment, Food and Rural Affairs",1,1915.2,1,FOSTER REFRIGERATION=1915.2
COLLECTION_AGENT,Caps for Sampling and Collection water quality meters Yorkshire area,"Department for Environment, Food and Rural Affairs",1,1740.0,1,YSI HYDRODATA LTD=1740.0
COLLECTION_AGENT,Postage collection and delivery costs,"Department for Environment, Food and Rural Affairs",2,1653.33,1,ROYAL MAIL GROUP         BOLTON=1653.33
COLLECTION_AGENT,Refuse Collection Domestic,Eden District Council,2,1637.58,1,AMEY PLC=1637.58
COLLECTION_AGENT,temp staff to assist with Water Framework Directive/beaches field data collection,"Department for Environment, Food and Rural Affairs",3,1555.06,1,PERTEMPS LTD=1555.06
COLLECTION_AGENT,"Discovering Collections, Discovering Communities conference tickets",The National Archives,2,1467.36,1,DCDC19 Conference=1467.36
COLLECTION_AGENT,"New probes for Sampling and Collection  North East area, to carry out area monitoring","Department for Environment, Food and Rural Affairs",1,1359.6,1,YSI HYDRODATA LTD=1359.6
COLLECTION_AGENT,Waste Collection,Rushmoor Borough Council,1,1207.5,1,Serco Ltd=1207.5
COLLECTION_AGENT,print and frames Government Art Collection,"Department for Digital, Culture, Media and Sport",1,1182.0,1,OMNI COLOUR=1182.0
COLLECTION_AGENT,collection and disposal of leachate from weedboom,"Department for Environment, Food and Rural Affairs",1,1176.0,1,BKP WASTE & RECYLCLING=1176.0
COLLECTION_AGENT,Collection of controlled waste from Scotts Float Depot,"Department for Environment, Food and Rural Affairs",1,1106.57,1,WASTE WAY SOUTHERN=1106.57
COLLECTION_AGENT,Refuse collection,"Department for Environment, Food and Rural Affairs",1,1102.4,1,NORTH NORFOLK DISTRICT COUNCIL=1102.4
COLLECTION_AGENT,1 x Adobe CS5.5 Master Collection Windows Upgrade Edition,"Department for Environment, Food and Rural Affairs",1,1095.35,1,ECL EVASOFTWARE          EVASOFT.CO=1095.35
COLLECTION_AGENT,Oil collection,Eden District Council,2,1000.0,1,P LEE WASTE OILS LTD=1000.0
COLLECTION_AGENT,Accommodation for 2 people for 5 nights for the Data Collection Framework Regional Coordination Meeting for The North Atlantic,"Department for Environment, Food and Rural Affairs",1,955.69,1,HOTEL BERO=955.69
COLLECTION_AGENT,Ryman Sets for Government Art Collection,"Department for Digital, Culture, Media and Sport",1,853.2,1,ABSOLUTE MUSEUM & GALL=853.2
COLLECTION_AGENT,New probes for Sampling and Collection  Yorkshire area to carry out area monitoring,"Department for Environment, Food and Rural Affairs",1,793.2,1,YSI HYDRODATA LTD=793.2
COLLECTION_AGENT,Payment to collection agency for overdue Neopost invoice-Regional Office South West,"Department for Environment, Food and Rural Affairs",1,786.75,1,ORIEL RECEIVABLES        CHELTENHAM=786.75
COLLECTION_AGENT,Annual charges for collection of post at the Colvedene Court,"Department for Environment, Food and Rural Affairs",1,780.0,1,ROYAL MAIL GROUP=780.0
COLLECTION_AGENT,"Royal Mail collections - Business Fee for Fera (PHSI), Cromwell House, Winchester.","Department for Environment, Food and Rural Affairs",1,780.0,1,ROYAL MAIL GROUP=780.0
COLLECTION_AGENT,June hire/collection 6 inch pump at Pentewan Cross Channel,"Department for Environment, Food and Rural Affairs",1,768.0,1,ANDREWS SYKES HIRE=768.0
COLLECTION_AGENT,Collections Management,Royal Borough of Greenwich,2,759.42,1,REDACTED PERSONAL INFORMATION=759.42
COLLECTION_AGENT,Cost of NNDR Collection,Rushmoor Borough Council,1,738.0,1,HM Magistrates Court=738.0
COLLECTION_AGENT,Hazardous waste collection,"Department for Environment, Food and Rural Affairs",1,733.2,1,WWW.VEOLIA.CO.UK         01543 455557=733.2
COLLECTION_AGENT,"Anglia East, Sampling and Collection, monitoring programme temp staff deliver core monitoring programme. w/e 29/06/12","Department for Environment, Food and Rural Affairs",1,680.82,1,PERTEMPS LTD=680.82
